
                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 1 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Table 13.NumberSeized                       5.0000    
Table 13.ScheduledUtilization               .36168    
Table 14.NumberSeized                       4.0000    
Table 14.ScheduledUtilization               .53938    
Table 15.NumberSeized                       1.0000    
Table 15.ScheduledUtilization               .22598    
Table 16.NumberSeized                       2.0000    
Table 16.ScheduledUtilization               .22503    
Table 17.NumberSeized                       4.0000    
Table 17.ScheduledUtilization               .20522    
Table 18.NumberSeized                       2.0000    
Table 18.ScheduledUtilization               .08060    
Table 1.NumberSeized                        3.0000    
Table 1.ScheduledUtilization                .19625    
Table 19.NumberSeized                       3.0000    
Table 19.ScheduledUtilization               .41134    
Table 2.NumberSeized                        4.0000    
Table 2.ScheduledUtilization                .16036    
Table 3.NumberSeized                        2.0000    
Table 3.ScheduledUtilization                .09647    
Table 4.NumberSeized                        1.0000    
Table 4.ScheduledUtilization                .20091    
Table 5.NumberSeized                        1.0000    
Table 5.ScheduledUtilization                .02492    
Table 6.NumberSeized                        4.0000    
Table 6.ScheduledUtilization                .13820    
Table 7.NumberSeized                        4.0000    
Table 7.ScheduledUtilization                .32342    
Table 8.NumberSeized                        1.0000    
Table 8.ScheduledUtilization                .15082    
Table 9.NumberSeized                        3.0000    
Table 9.ScheduledUtilization                .28600    
Barista.NumberSeized                        97.000    
Barista.ScheduledUtilization                .50146    
Table 20.NumberSeized                       1.0000    
Table 20.ScheduledUtilization               .09760    
Table 21.NumberSeized                       3.0000    
Table 21.ScheduledUtilization               .69374    
Table 22.NumberSeized                       2.0000    
Table 22.ScheduledUtilization               .46962    
Table 23.NumberSeized                       3.0000    
Table 23.ScheduledUtilization               .42094    
Table 24.NumberSeized                       3.0000    
Table 24.ScheduledUtilization               .24213    
Table 25.NumberSeized                       4.0000    
Table 25.ScheduledUtilization               .30188    
Table 26.NumberSeized                       3.0000    
Table 26.ScheduledUtilization               .22543    
Table 27.NumberSeized                       4.0000    
Table 27.ScheduledUtilization               .39899    
Table 28.NumberSeized                       3.0000    
Table 28.ScheduledUtilization               .33256    
Table 29.NumberSeized                       4.0000    
Table 29.ScheduledUtilization               .52352    
Table 30.NumberSeized                       2.0000    
Table 30.ScheduledUtilization               .50247    
Table 31.NumberSeized                       4.0000    
Table 31.ScheduledUtilization               .59601    
Table 32.NumberSeized                       4.0000    
Table 32.ScheduledUtilization               .40870    
Table 33.NumberSeized                       4.0000    
Table 33.ScheduledUtilization               .14957    
Table 34.NumberSeized                       .00000    
Table 34.ScheduledUtilization               .00000    
Table 35.NumberSeized                       2.0000    
Table 35.ScheduledUtilization               .09397    
Table 36.NumberSeized                       2.0000    
Table 36.ScheduledUtilization               .47196    
Table 37.NumberSeized                       1.0000    
Table 37.ScheduledUtilization               .25033    
Table 38.NumberSeized                       3.0000    
Table 38.ScheduledUtilization               .34928    
Table 39.NumberSeized                       3.0000    
Table 39.ScheduledUtilization               .24153    
Table 40.NumberSeized                       2.0000    
Table 40.ScheduledUtilization               .64716    
Table 41.NumberSeized                       4.0000    
Table 41.ScheduledUtilization               .46764    
Table 42.NumberSeized                       3.0000    
Table 42.ScheduledUtilization               .23688    
Table 43.NumberSeized                       1.0000    
Table 43.ScheduledUtilization               .22092    
Table 44.NumberSeized                       5.0000    
Table 44.ScheduledUtilization               .31867    
Table 45.NumberSeized                       5.0000    
Table 45.ScheduledUtilization               .14083    
Table 46.NumberSeized                       3.0000    
Table 46.ScheduledUtilization               .19331    
Table 47.NumberSeized                       2.0000    
Table 47.ScheduledUtilization               .39337    
Table 48.NumberSeized                       3.0000    
Table 48.ScheduledUtilization               .23788    
Table 49.NumberSeized                       1.0000    
Table 49.ScheduledUtilization               .26091    
Table 50.NumberSeized                       3.0000    
Table 50.ScheduledUtilization               .18038    
Jacob.NumberSeized                          81.000    
Jacob.ScheduledUtilization                  .18727    
Bar Cash.NumberSeized                       .00000    
Bar Cash.ScheduledUtilization               .00000    
Mikki.NumberSeized                          .00000    
Mikki.ScheduledUtilization                  .00000    
Lynice.NumberSeized                         .00000    
Lynice.ScheduledUtilization                 .00000    
System.NumberOut                            189.00    

Beginning replication 11 of 20

                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 11 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Customer.VATime                             15.438     (Insuf)    .00000     97.617        167    
Customer.NVATime                            .00000     (Insuf)    .00000     .00000        167    
Customer.WaitTime                           .40554     (Insuf)    .00000     3.8437        167    
Customer.TranTime                           3.5179     (Insuf)    1.5000     5.5000        167    
Customer.OtherTime                          .00000     (Insuf)    .00000     .00000        167    
Customer.TotalTime                          19.362     (Insuf)    1.9642     101.61        167    
Gold Fish.VATime                                --         --         --         --          0
Gold Fish.NVATime                               --         --         --         --          0
Gold Fish.WaitTime                              --         --         --         --          0
Gold Fish.TranTime                              --         --         --         --          0
Gold Fish.OtherTime                             --         --         --         --          0
Gold Fish.TotalTime                             --         --         --         --          0
Cook.VATime                                 .01493     (Insuf)    .00000     1.0000         67    
Cook.NVATime                                .00000     (Insuf)    .00000     .00000         67    
Cook.WaitTime                               .00000     (Insuf)    .00000     .00000         67    
Cook.TranTime                               .00000     (Insuf)    .00000     .00000         67    
Cook.OtherTime                              .00000     (Insuf)    .00000     .00000         67    
Cook.TotalTime                              .01493     (Insuf)    .00000     1.0000         67    
Cash Out.Queue.WaitingTime                  .59662     (Insuf)    .00000     3.8437         53    
Dining Process.Queue.WaitingTime            .00000     (Insuf)    .00000     .00000        143    
Food Service Time.Queue.WaitingTime         .02087     (Insuf)    .00000     .68502        173    
Cash Register.Queue.WaitingTime             .08342     (Insuf)    .00000     .88392         59    
Special Order.Queue.WaitingTime             .63515     (Insuf)    .00000     3.8077         55    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Customer.WIP                                21.917     (Corr)     .00000     34.000     27.000    
Gold Fish.WIP                               23.090     (Insuf)    .00000     25.000     25.000    
Cook.WIP                                    .00556     (Insuf)    .00000     1.0000     .00000    
Wade.NumberBusy                             .20817     (Insuf)    .00000     1.0000     .00000    
Wade.NumberScheduled                        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Wade.Utilization                            .20817     (Insuf)    .00000     1.0000     .00000    
Tommie.NumberBusy                           .18252     (Insuf)    .00000     1.0000     .00000    
Tommie.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Tommie.Utilization                          .18252     (Insuf)    .00000     1.0000     .00000    
Table 10.NumberBusy                         .74502     (Insuf)    .00000     1.0000     1.0000    
Table 10.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 10.Utilization                        .74502     (Insuf)    .00000     1.0000     1.0000    
Table 11.NumberBusy                         .22519     (Insuf)    .00000     1.0000     .00000    
Table 11.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 11.Utilization                        .22519     (Insuf)    .00000     1.0000     .00000    
Table 12.NumberBusy                         .41636     (Insuf)    .00000     1.0000     1.0000    
Table 12.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 12.Utilization                        .41636     (Insuf)    .00000     1.0000     1.0000    
Table 13.NumberBusy                         .19173     (Insuf)    .00000     1.0000     .00000    
Table 13.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 13.Utilization                        .19173     (Insuf)    .00000     1.0000     .00000    
Table 14.NumberBusy                         .60995     (Insuf)    .00000     1.0000     1.0000    
Table 14.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 14.Utilization                        .60995     (Insuf)    .00000     1.0000     1.0000    
Table 15.NumberBusy                         .17735     (Insuf)    .00000     1.0000     .00000    
Table 15.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 15.Utilization                        .17735     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberBusy                         .39080     (Insuf)    .00000     1.0000     .00000    
Table 16.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 16.Utilization                        .39080     (Insuf)    .00000     1.0000     .00000    
Table 17.NumberBusy                         .36077     (Insuf)    .00000     1.0000     1.0000    
Table 17.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 17.Utilization                        .36077     (Insuf)    .00000     1.0000     1.0000    
Table 18.NumberBusy                         .19664     (Insuf)    .00000     1.0000     1.0000    
Table 18.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 18.Utilization                        .19664     (Insuf)    .00000     1.0000     1.0000    
Table 1.NumberBusy                          .11417     (Insuf)    .00000     1.0000     .00000    
Table 1.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 1.Utilization                         .11417     (Insuf)    .00000     1.0000     .00000    
Table 19.NumberBusy                         .37638     (Insuf)    .00000     1.0000     .00000    
Table 19.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 19.Utilization                        .37638     (Insuf)    .00000     1.0000     .00000    
Table 2.NumberBusy                          .62477     (Insuf)    .00000     1.0000     1.0000    
Table 2.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 2.Utilization                         .62477     (Insuf)    .00000     1.0000     1.0000    
Table 3.NumberBusy                          .24602     (Insuf)    .00000     1.0000     .00000    
Table 3.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 3.Utilization                         .24602     (Insuf)    .00000     1.0000     .00000    
Table 4.NumberBusy                          .32728     (Insuf)    .00000     1.0000     .00000    
Table 4.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 4.Utilization                         .32728     (Insuf)    .00000     1.0000     .00000    
Table 5.NumberBusy                          .15967     (Insuf)    .00000     1.0000     .00000    
Table 5.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 5.Utilization                         .15967     (Insuf)    .00000     1.0000     .00000    
Table 6.NumberBusy                          .32987     (Insuf)    .00000     1.0000     1.0000    
Table 6.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 6.Utilization                         .32987     (Insuf)    .00000     1.0000     1.0000    
Table 7.NumberBusy                          .61807     (Insuf)    .00000     1.0000     1.0000    
Table 7.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 7.Utilization                         .61807     (Insuf)    .00000     1.0000     1.0000    
Table 8.NumberBusy                          .31903     (Insuf)    .00000     1.0000     1.0000    
Table 8.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 8.Utilization                         .31903     (Insuf)    .00000     1.0000     1.0000    
Table 9.NumberBusy                          .18872     (Insuf)    .00000     1.0000     .00000    
Table 9.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 9.Utilization                         .18872     (Insuf)    .00000     1.0000     .00000    
Barista.NumberBusy                          .56001     (Insuf)    .00000     1.0000     1.0000    
Barista.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Barista.Utilization                         .56001     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberBusy                         .40791     (Insuf)    .00000     1.0000     1.0000    
Table 20.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 20.Utilization                        .40791     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberBusy                         .36648     (Insuf)    .00000     1.0000     1.0000    
Table 21.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 21.Utilization                        .36648     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberBusy                         .16403     (Insuf)    .00000     1.0000     1.0000    
Table 22.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 22.Utilization                        .16403     (Insuf)    .00000     1.0000     1.0000    
Table 23.NumberBusy                         .28547     (Insuf)    .00000     1.0000     .00000    
Table 23.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 23.Utilization                        .28547     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberBusy                         .29990     (Insuf)    .00000     1.0000     .00000    
Table 24.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 24.Utilization                        .29990     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberBusy                         .25750     (Insuf)    .00000     1.0000     .00000    
Table 25.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 25.Utilization                        .25750     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberBusy                         .21357     (Insuf)    .00000     1.0000     .00000    
Table 26.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 26.Utilization                        .21357     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberBusy                         .15487     (Insuf)    .00000     1.0000     .00000    
Table 27.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 27.Utilization                        .15487     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberBusy                         .03545     (Insuf)    .00000     1.0000     .00000    
Table 28.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 28.Utilization                        .03545     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberBusy                         .58174     (Insuf)    .00000     1.0000     .00000    
Table 29.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 29.Utilization                        .58174     (Insuf)    .00000     1.0000     .00000    
Table 30.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Table 30.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 30.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Table 31.NumberBusy                         .25575     (Insuf)    .00000     1.0000     .00000    
Table 31.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 31.Utilization                        .25575     (Insuf)    .00000     1.0000     .00000    
Table 32.NumberBusy                         .49338     (Insuf)    .00000     1.0000     1.0000    
Table 32.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 32.Utilization                        .49338     (Insuf)    .00000     1.0000     1.0000    
Table 33.NumberBusy                         .34116     (Insuf)    .00000     1.0000     1.0000    
Table 33.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 33.Utilization                        .34116     (Insuf)    .00000     1.0000     1.0000    
Table 34.NumberBusy                         .44993     (Insuf)    .00000     1.0000     .00000    
Table 34.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 34.Utilization                        .44993     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberBusy                         .01839     (Insuf)    .00000     1.0000     .00000    
Table 35.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 35.Utilization                        .01839     (Insuf)    .00000     1.0000     .00000    
Table 36.NumberBusy                         .08771     (Insuf)    .00000     1.0000     1.0000    
Table 36.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 36.Utilization                        .08771     (Insuf)    .00000     1.0000     1.0000    
Table 37.NumberBusy                         .26270     (Insuf)    .00000     1.0000     1.0000    
Table 37.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 37.Utilization                        .26270     (Insuf)    .00000     1.0000     1.0000    
Table 38.NumberBusy                         .56038     (Insuf)    .00000     1.0000     1.0000    
Table 38.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 38.Utilization                        .56038     (Insuf)    .00000     1.0000     1.0000    
Table 39.NumberBusy                         .10701     (Insuf)    .00000     1.0000     .00000    
Table 39.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 39.Utilization                        .10701     (Insuf)    .00000     1.0000     .00000    
Table 40.NumberBusy                         .80161     (Insuf)    .00000     1.0000     1.0000    
Table 40.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 40.Utilization                        .80161     (Insuf)    .00000     1.0000     1.0000    
Table 41.NumberBusy                         .39945     (Insuf)    .00000     1.0000     .00000    
Table 41.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 41.Utilization                        .39945     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberBusy                         .45716     (Insuf)    .00000     1.0000     .00000    
Table 42.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 42.Utilization                        .45716     (Insuf)    .00000     1.0000     .00000    
Table 43.NumberBusy                         .62402     (Insuf)    .00000     1.0000     .00000    
Table 43.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 43.Utilization                        .62402     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberBusy                         .54107     (Insuf)    .00000     1.0000     .00000    
Table 44.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 44.Utilization                        .54107     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberBusy                         .26523     (Insuf)    .00000     1.0000     .00000    
Table 45.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 45.Utilization                        .26523     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberBusy                         .08939     (Insuf)    .00000     1.0000     .00000    
Table 46.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 46.Utilization                        .08939     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberBusy                         .34170     (Insuf)    .00000     1.0000     .00000    
Table 47.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 47.Utilization                        .34170     (Insuf)    .00000     1.0000     .00000    
Table 48.NumberBusy                         .22406     (Insuf)    .00000     1.0000     .00000    
Table 48.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 48.Utilization                        .22406     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberBusy                         .75090     (Insuf)    .00000     1.0000     .00000    
Table 49.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 49.Utilization                        .75090     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberBusy                         .35324     (Insuf)    .00000     1.0000     .00000    
Table 50.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Table 50.Utilization                        .35324     (Insuf)    .00000     1.0000     .00000    
Jacob.NumberBusy                            .22056     (Insuf)    .00000     1.0000     .00000    
Jacob.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Jacob.Utilization                           .22056     (Insuf)    .00000     1.0000     .00000    
Bar Cash.NumberBusy                         .00000     (Insuf)    .00000     .00000     .00000    
Bar Cash.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
Bar Cash.Utilization                        .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
Mikki.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Mikki.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberBusy                           .00000     (Insuf)    .00000     .00000     .00000    
Lynice.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Lynice.Utilization                          .00000     (Insuf)    .00000     .00000     .00000    
Cash Out.Queue.NumberInQueue                .17567     (Insuf)    .00000     2.0000     .00000    
Dining Process.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Food Service Time.Queue.NumberInQueue       .02006     (Insuf)    .00000     2.0000     .00000    
Cash Register.Queue.NumberInQueue           .02734     (Insuf)    .00000     2.0000     .00000    
Special Order.Queue.NumberInQueue           .19477     (Insuf)    .00000     3.0000     1.0000    

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Customer.NumberIn                           194.00    
Customer.NumberOut                          167.00    
Gold Fish.NumberIn                          25.000    
Gold Fish.NumberOut                         .00000    
Cook.NumberIn                               67.000    
Cook.NumberOut                              67.000    
Wade.NumberSeized                           59.000    
Wade.ScheduledUtilization                   .20817    
Tommie.NumberSeized                         82.000    
Tommie.ScheduledUtilization                 .18252    
Table 10.NumberSeized                       1.0000    
Table 10.ScheduledUtilization               .74502    
Table 11.NumberSeized                       3.0000    
Table 11.ScheduledUtilization               .22519    
Table 12.NumberSeized                       4.0000    
Table 12.ScheduledUtilization               .41636    
Table 13.NumberSeized                       4.0000    
Table 13.ScheduledUtilization               .19173    
Table 14.NumberSeized                       3.0000    
Table 14.ScheduledUtilization               .60995    
Table 15.NumberSeized                       3.0000    
Table 15.ScheduledUtilization               .17735    
Table 16.NumberSeized                       2.0000    
Table 16.ScheduledUtilization               .39080    
Table 17.NumberSeized                       4.0000    
Table 17.ScheduledUtilization               .36077    
Table 18.NumberSeized                       4.0000    
Table 18.ScheduledUtilization               .19664    
Table 1.NumberSeized                        1.0000    
Table 1.ScheduledUtilization                .11417    
Table 19.NumberSeized                       4.0000    
Table 19.ScheduledUtilization               .37638    
Table 2.NumberSeized                        3.0000    
Table 2.ScheduledUtilization                .62477    
Table 3.NumberSeized                        3.0000    
Table 3.ScheduledUtilization                .24602    
Table 4.NumberSeized                        3.0000    
Table 4.ScheduledUtilization                .32728    
Table 5.NumberSeized                        3.0000    
Table 5.ScheduledUtilization                .15967    
Table 6.NumberSeized                        3.0000    
Table 6.ScheduledUtilization                .32987    
Table 7.NumberSeized                        3.0000    
Table 7.ScheduledUtilization                .61807    
Table 8.NumberSeized                        6.0000    
Table 8.ScheduledUtilization                .31903    
Table 9.NumberSeized                        4.0000    
Table 9.ScheduledUtilization                .18872    
Barista.NumberSeized                        108.00    
Barista.ScheduledUtilization                .56001    
Table 20.NumberSeized                       1.0000    
Table 20.ScheduledUtilization               .40791    
Table 21.NumberSeized                       4.0000    
Table 21.ScheduledUtilization               .36648    
Table 22.NumberSeized                       3.0000    
Table 22.ScheduledUtilization               .16403    
Table 23.NumberSeized                       2.0000    
Table 23.ScheduledUtilization               .28547    
Table 24.NumberSeized                       4.0000    
Table 24.ScheduledUtilization               .29990    
Table 25.NumberSeized                       3.0000    
Table 25.ScheduledUtilization               .25750    
Table 26.NumberSeized                       3.0000    
Table 26.ScheduledUtilization               .21357    
Table 27.NumberSeized                       2.0000    
Table 27.ScheduledUtilization               .15487    
Table 28.NumberSeized                       2.0000    
Table 28.ScheduledUtilization               .03545    
Table 29.NumberSeized                       2.0000    
Table 29.ScheduledUtilization               .58174    
Table 30.NumberSeized                       .00000    
Table 30.ScheduledUtilization               .00000    
Table 31.NumberSeized                       2.0000    
Table 31.ScheduledUtilization               .25575    
Table 32.NumberSeized                       3.0000    
Table 32.ScheduledUtilization               .49338    
Table 33.NumberSeized                       3.0000    
Table 33.ScheduledUtilization               .34116    
Table 34.NumberSeized                       5.0000    
Table 34.ScheduledUtilization               .44993    
Table 35.NumberSeized                       2.0000    
Table 35.ScheduledUtilization               .01839    
Table 36.NumberSeized                       4.0000    
Table 36.ScheduledUtilization               .08771    
Table 37.NumberSeized                       2.0000    
Table 37.ScheduledUtilization               .26270    
Table 38.NumberSeized                       2.0000    
Table 38.ScheduledUtilization               .56038    
Table 39.NumberSeized                       1.0000    
Table 39.ScheduledUtilization               .10701    
Table 40.NumberSeized                       3.0000    
Table 40.ScheduledUtilization               .80161    
Table 41.NumberSeized                       3.0000    
Table 41.ScheduledUtilization               .39945    
Table 42.NumberSeized                       2.0000    
Table 42.ScheduledUtilization               .45716    
Table 43.NumberSeized                       5.0000    
Table 43.ScheduledUtilization               .62402    
Table 44.NumberSeized                       6.0000    
Table 44.ScheduledUtilization               .54107    
Table 45.NumberSeized                       3.0000    
Table 45.ScheduledUtilization               .26523    
Table 46.NumberSeized                       1.0000    
Table 46.ScheduledUtilization               .08939    
Table 47.NumberSeized                       2.0000    
Table 47.ScheduledUtilization               .34170    
Table 48.NumberSeized                       3.0000    
Table 48.ScheduledUtilization               .22406    
Table 49.NumberSeized                       2.0000    
Table 49.ScheduledUtilization               .75090    
Table 50.NumberSeized                       2.0000    
Table 50.ScheduledUtilization               .35324    
Jacob.NumberSeized                          91.000    
Jacob.ScheduledUtilization                  .22056    
Bar Cash.NumberSeized                       .00000    
Bar Cash.ScheduledUtilization               .00000    
Mikki.NumberSeized                          .00000    
Mikki.ScheduledUtilization                  .00000    
Lynice.NumberSeized                         .00000    
Lynice.ScheduledUtilization                 .00000    
System.NumberOut                            234.00    

Beginning replication 12 of 20

                                      ARENA Simulation Results
                                      Jacob - License: STUDENT

                                  Summary for Replication 12 of 20

Project: Unnamed Project                                             Run execution date :12/10/2015
Analyst: Jacob                                                       Model revision date:12/10/2015

Replication ended at time      : 180.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

Customer.VATime                             14.492     (Insuf)    .00000     79.555        176    
Customer.NVATime                            .00000     (Insuf)    .00000     .00000        176    
Customer.WaitTime                           .39505     (Insuf)    .00000     4.1801        176    
Customer.TranTime                           3.3977     (Insuf)    1.5000     5.5000        176    
Customer.OtherTime                          .00000     (Insuf)    .00000     .00000        176    
Customer.TotalTime                          18.285     (Insuf)    1.7767     83.055        176    
Gold Fish.VATime                                --         --         --         --          0
Gold Fish.NVATime                               --         --         --         --          0
Gold Fish.WaitTime                              --         --         --         --          0
Gold Fish.TranTime                              --         --         --         --          0
Gold Fish.OtherTime                             --         --         --         --          0
Gold Fish.TotalTime                             --         --         --         --          0
Cook.VATime                                 .01515     (Insuf)    .00000     1.0000         66    
Cook.NVATime                                .00000     (Insuf)    .00000     .00000         66    
Cook.WaitTime                               .00000     (Insuf)    .00000     .00000         66    
Cook.TranTime                               .00000     (Insuf)    .00000     .00000         66    
Cook.OtherTime                              .00000     (Insuf)    .00000     .00000         66    
Cook.TotalTime                              .01515     (Insuf)    .00000     1.0000         66    
Cash Out.Queue.WaitingTime                  .45421     (Insuf)    .00000     4.1801         53    
Dining Process.Queue.WaitingTime            .00000     (Insuf)    .00000     .00000        155    
Food Service Time.Queue.WaitingTime         .01658     (Insuf)    .00000     .52635        195    
Cash Register.Queue.WaitingTime             .18139     (Insuf)    .00000     1.7309         74    
Special Order.Queue.WaitingTime             .64819     (Insuf)    .00000     3.2765         58    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Customer.WIP                                20.455     (Corr)     .00000     36.000     27.000    
Gold Fish.WIP                               23.103     (Insuf)    .00000     25.000     25.000    
Cook.WIP                                    .00556     (Insuf)    .00000     1.0000     .00000    
Wade.NumberBusy                             .26083     (Insuf)    .00000     1.0000     .00000    
Wade.NumberScheduled                        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Wade.Utilization                            .26083     (Insuf)    .00000     1.0000     .00000    
Tommie.NumberBusy                           .21605     (Insuf)    .00000     1.0000     .00000    
Tommie.NumberScheduled                      1.0000     (Insuf)    1.0000     1.0000     1.0000    
Tommie.Utilization                          .21605     (Insuf)    .00000     1.0000     .00000    
Table 10.NumberBusy                         .52738     (Insuf)    .00000     1.0000     .00000    
Table 10.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
